clip_id,scene,anchor_token,n_lidar_correspondences,oracle_scale_ok,s0,s_c3,s_oracle,a_clip,residual_saturation,abs_log_err_const,abs_log_err_c3,rel_err_const,rel_err_c3,depth_const_abs_rel,depth_const_median_abs_rel,depth_const_median_abs_log,depth_const_rmse_m,depth_const_delta1,depth_const_n_valid,depth_c3_abs_rel,depth_c3_median_abs_rel,depth_c3_median_abs_log,depth_c3_rmse_m,depth_c3_delta1,depth_c3_n_valid,depth_oracle_abs_rel,depth_oracle_median_abs_rel,depth_oracle_median_abs_log,depth_oracle_rmse_m,depth_oracle_delta1,depth_oracle_n_valid
scene-0013_CAM_FRONT_7184209f_867689f9,scene-0013,867689f92a82488f91fc0b7f283c0858,2010,1,27.3665,32.118442388455826,23.932750514471664,0.16011075675487518,0.0,0.1340718023112073,0.2941825590660825,0.14347492083920788,0.3420288808440315,0.1675350430942501,0.14611735974592913,0.1363800211880971,4.565430548400034,0.936318407960199,2010,0.3484240495771311,0.3436886621341623,0.2957076315586227,5.348468374688709,0.026865671641791045,2010,0.0550002576622227,0.015063744043098185,0.015028720551024,4.622720518561601,0.9383084577114428,2010
scene-0013_CAM_FRONT_2c1f8867_d82980cf,scene-0013,d82980cf7e294905b8b8678fed8a9530,2331,1,27.3665,35.97742203151171,28.40200529744779,0.2735719382762909,0.0,0.03714011410177598,0.23643182417451492,0.03645887980806917,0.2667211929132569,0.07685335328788694,0.04458042073105189,0.04560468496752623,3.909221639749104,0.9459459459459459,2331,0.27248071451028094,0.26558523636954906,0.23565208288940154,5.234530684990679,0.3908193908193908,2331,0.062050245157226826,0.027676826825892585,0.027535951110634338,3.79375893065855,0.9450879450879451,2331
scene-0013_CAM_FRONT_1f0a495a_51f7ea7d,scene-0013,51f7ea7d3e4e42dfaf183dbe9996f1fb,2249,1,27.3665,32.26598051098474,24.641888973378165,0.16469380259513855,0.0,0.10487183903026676,0.2695656416254053,0.11056826972824063,0.30939558025942127,0.13283235651602984,0.11249925165456741,0.10671795018333174,4.695755400299375,0.9288572698977323,2249,0.3013776563103394,0.30889234793125797,0.26936108233060807,5.113927328207111,0.13606047132058693,2249,0.05974906488439932,0.013285307035150453,0.013288916824827357,4.990075384263915,0.9164072921298355,2249
scene-0014_CAM_FRONT_43cfc03b_3fa89fab,scene-0014,3fa89fab4ac04d89b9f4480c840658fd,1982,1,27.3665,16.893515411556006,9.791963265456767,-0.48238979279994965,0.0,1.0277576633600272,0.5453678705600775,1.7947919388690057,0.7252429317368332,1.7558574303331802,1.7968344219783594,1.0286419327175709,12.470496499045273,0.0015136226034308778,1982,0.7091821661771552,0.7267691859115961,0.5464663201610878,6.191284925997452,0.026236125126135216,1982,0.05407188114941505,0.027370767452261177,0.02723630680018818,4.424052939983238,0.9475277497477296,1982
scene-0014_CAM_FRONT_96237b21_2da9ed79,scene-0014,2da9ed7919024a0ca4db7a801e70d82a,1654,1,27.3665,17.180998828330218,10.86221049982303,-0.4655155837535858,0.0,0.9240297987410395,0.4585142149874537,1.51942272711856,0.5817221392100747,1.4529301416691143,1.5113269593162855,0.9212017884564887,12.089578120286616,0.0036275695284159614,1654,0.5455778837513354,0.577529367753196,0.4564520693114633,5.242184895569677,0.047762998790810154,1654,0.06092592947359166,0.04052632103435387,0.040248705338032265,3.440274550483236,0.9425634824667473,1654
scene-0014_CAM_FRONT_d703cae6_6a53a53e,scene-0014,6a53a53e9883421d8f2a50b2546f2745,1816,1,27.3665,20.335940759639616,15.920307732376209,-0.29692983627319336,0.0,0.5417241274851996,0.24479429121200624,0.7189680287615503,0.27735852230315805,0.6586888164064018,0.6970140648503222,0.5294286597681501,6.936211888262055,0.034691629955947136,1816,0.24644065515853797,0.2620917414442848,0.23295789626176755,3.441671916755129,0.4157488986784141,1816,0.047394657130393855,0.01887804927065065,0.018851109898114005,3.1625122715269756,0.9427312775330396,1816
scene-0014_CAM_FRONT_65e61ba2_907c55da,scene-0014,907c55da60624b3ab19750af975b96a8,2070,1,27.3665,26.290559670844633,21.05333333406021,-0.04010971076786518,0.0,0.2622607368838876,0.22215102611602244,0.29986542110774983,0.24875995899003822,0.28386637536691406,0.29228415257832496,0.2566787773047057,6.304879960052727,0.2497584541062802,2070,0.23839153238254226,0.24185400714926875,0.2167541917324809,6.183352124723614,0.5917874396135265,2070,0.06669453900338315,0.02381098218979712,0.023600406508664573,6.485877851784368,0.9314009661835749,2070
scene-0014_CAM_FRONT_23e22334_ce60545b,scene-0014,ce60545b3a344043881d7bfc6b5b75fc,2572,1,27.3665,31.758333711675448,25.11798331292574,0.14883553236722946,0.0,0.08573558138928172,0.23457111375651118,0.0895182013245932,0.2643663830819003,0.13761379156842873,0.09759417570632614,0.09353461448025358,5.616673140387029,0.9012441679626749,2572,0.2839850410093327,0.2687636088288932,0.23818032164713454,6.589045813710556,0.27216174183514774,2572,0.08327561052782233,0.023985969417973534,0.023950186035150645,5.76461980355501,0.9035769828926905,2572
scene-0014_CAM_FRONT_e8953eb6_303119a4,scene-0014,303119a4aa5647a386b9ac78f26ab362,2939,1,27.3665,28.211421656663955,23.423913088516247,0.03040728159248829,0.0,0.15556221022620154,0.18596949181868982,0.1683146149230137,0.204385516205438,0.1863400586595827,0.17122196597014172,0.15813499380558338,5.1605432687655535,0.8329363729159578,2939,0.2131749937881199,0.20672774952660491,0.18816965789711526,5.301505513107241,0.7699897924464103,2939,0.08647843953273962,0.019632638045726212,0.019770891788250644,5.448325016054044,0.8727458319156176,2939
scene-0014_CAM_FRONT_2c0c09db_1c6d9929,scene-0014,1c6d9929bbb840d0975fbf15ed9186d7,2826,1,27.3665,27.04217864904822,20.338302962685137,-0.011921818368136883,0.0,0.29681368399440444,0.28489186562626756,0.345564575874868,0.32961824291155173,0.3363296949039239,0.34776124507041084,0.2989402094387723,5.705081821610082,0.16949752300070772,2826,0.32292809831170605,0.3319362095145253,0.2870773325169351,5.609686677647093,0.18931351733899504,2826,0.09230159776125306,0.029291203387152416,0.02908163920066753,5.168780649324434,0.8775654635527247,2826
scene-0014_CAM_FRONT_5a42a9de_d0501e05,scene-0014,d0501e0542884ab1a4790236b16bc1d4,2369,1,27.3665,26.592863573645435,21.00016997161435,-0.028676744550466537,0.0,0.2647891060606793,0.23611236151021275,0.30315611906908035,0.26631658741765674,0.2562371969672325,0.28353855522852794,0.2498762637153389,4.200839535334696,0.37779653862389195,2369,0.22333085001139366,0.24757232032156912,0.22119951916487235,3.8547281560992754,0.5094976783452934,2369,0.0663129427802999,0.033415378811795696,0.03355228920238007,3.2481495852894993,0.9371042634022795,2369
scene-0015_CAM_FRONT_234b0f37_f405bf53,scene-0015,f405bf5322cb40d3811fcbe802c0eb8d,2395,1,27.3665,29.478732490437658,22.319923042873828,0.07434943318367004,0.0,0.20383994803049665,0.2781893812141667,0.22610189772752864,0.32073629616968824,0.2306781746064483,0.22826674169636468,0.20608169673861454,4.48841482660862,0.6926931106471816,2395,0.3145156887056384,0.32287878225464817,0.27981981117001986,5.226988441200468,0.14822546972860126,2395,0.06075491224458083,0.021192464366381628,0.02121140872457916,3.9750660879296893,0.9219206680584551,2395
scene-0015_CAM_FRONT_061805d6_dca60e24,scene-0015,dca60e243d2d423daf320e3f6593ed96,2610,1,27.3665,29.80627253956189,24.051181448819793,0.08539922162890434,0.0,0.129135517601501,0.21453473923040534,0.13784431164993305,0.23928517203983346,0.1246446040477452,0.1275071133464195,0.12034492862059931,2.5489481009020207,0.9432950191570881,2610,0.20017601033222532,0.22406163169173526,0.20273658572024766,3.1635816183574033,0.7256704980842912,2610,0.07264757616345331,0.029540772446172533,0.029331167615495035,2.8312082478109137,0.9103448275862069,2610
scene-0015_CAM_FRONT_e18b1aef_c99f5e4f,scene-0015,c99f5e4f006448babe8d48a5eb69c449,2640,1,27.3665,27.34750856327106,20.97350036299184,-0.0006942074978724122,0.0,0.2660598842413302,0.2653656767434578,0.30481319409557095,0.30390769733059364,0.26126017720549716,0.29779944666808905,0.2607127519963408,4.634303508791749,0.3606060606060606,2640,0.26046044726158996,0.29689881720950817,0.2600185444984684,4.627690060923077,0.36174242424242425,2640,0.06463760782122613,0.026208336316566327,0.02623130337168189,4.585909264911422,0.9314393939393939,2640
scene-0015_CAM_FRONT_54f30ff0_07ccc904,scene-0015,07ccc9049a724e91b13610e0f849a705,2642,1,27.3665,22.553162582303898,17.63777037148185,-0.19344433397054672,0.0,0.4392769912222674,0.24583265725172065,0.5515850032977145,0.27868557687822304,0.456699282408775,0.5128564089917198,0.4162898937303524,6.464929128279463,0.12831188493565482,2642,0.22686786295488853,0.253340373133512,0.2264352727424055,4.526072250654748,0.47880393641180924,2642,0.09756899819322316,0.046252487695186986,0.04629532069012687,4.9823067187574255,0.8550340651021953,2642
scene-0015_CAM_FRONT_985f2f38_2c63d07c,scene-0015,2c63d07c2c0345539a1839bfcab22579,2546,1,27.3665,21.833027481452387,18.100372334603843,-0.22589579224586487,0.0,0.4133871286049562,0.18749133635909132,0.5119302240916559,0.2062197991205157,0.46083793750917956,0.48565549659272755,0.397987205421213,6.209862614310729,0.08012568735271014,2546,0.19235630905646608,0.19374441248259275,0.1776844595408339,3.818443039342927,0.8091123330714847,2546,0.08155373223968573,0.04331400681888388,0.04339976498280196,4.010568163627695,0.9049489395129615,2546
scene-0015_CAM_FRONT_d6b547f2_c9b7e76f,scene-0015,c9b7e76f90594a84b5a4ea6750912d02,2657,1,27.3665,23.111984566486093,18.108436538156152,-0.1689683422446251,0.0,0.4129417008796765,0.24397335863505143,0.511256918416797,0.2763103273872929,0.47081408164405797,0.4954453829648017,0.40273137759744015,6.437762349114173,0.03424915318027851,2657,0.2502488582608402,0.26344523694102867,0.23427554968545117,4.12518118923125,0.39819345126082045,2657,0.05545138776820402,0.022778928763740575,0.022815763178926307,3.548998174982369,0.963492660895747,2657
scene-0015_CAM_FRONT_9a59cb6d_948b555d,scene-0015,948b555d974b45e087b3d746a4cdf677,2578,1,27.3665,23.27188814662809,17.825375797966494,-0.1620735228061676,0.0,0.42869658892475426,0.26662306611858666,0.535255150307796,0.30554824820483906,0.5192399860302337,0.5341183923671553,0.4281486871789022,6.49863538320757,0.03646237393328161,2578,0.3026359746978623,0.3055422086669287,0.2670418755085666,5.476746769671239,0.18192397207137315,2578,0.061445331168884336,0.02774235939468485,0.027640315902580093,5.198606700257064,0.9491854150504266,2578
scene-0015_CAM_FRONT_42605be9_8a96bc21,scene-0015,8a96bc21f4fa46d392daea4db4814547,2106,1,27.3665,19.955666329981952,16.21324920799826,-0.31580650806427,0.0,0.5234908773128271,0.20768436924855704,0.687909662580136,0.23082462213295885,0.6335349825284353,0.6807793593342142,0.520825786162788,8.300244827966507,0.05365622032288699,2106,0.23830257819848563,0.23031697280968827,0.2076117221982564,7.200002543846774,0.6766381766381766,2106,0.08588019328895247,0.020938893655301216,0.020876281537184127,7.626396418187965,0.8865147198480532,2106
scene-0016_CAM_FRONT_fbd3aa20_581b3ac0,scene-0016,581b3ac0f7904012b2569fb92a986640,2715,1,27.3665,26.100514394443874,20.64857393086847,-0.04736461490392685,0.0,0.2816733796532347,0.23430876474930784,0.32534576439143836,0.26403472132402594,0.2695710694874812,0.302124957339339,0.26542524206497475,4.073112588643385,0.3580110497237569,2715,0.21716923762002244,0.24415634969190134,0.22028151687584163,3.517224687972308,0.5104972375690607,2715,0.0826301188800768,0.04734785912479549,0.04744919991983165,3.4366989202539475,0.9086556169429097,2715
scene-0016_CAM_FRONT_9234bbf8_30b94629,scene-0016,30b94629946e487abf5866b738790f0c,2651,1,27.3665,21.676429550934234,16.284862907274015,-0.23309416323900223,0.0,0.5190836172886106,0.2859894540496084,0.6804869746724187,0.33107841769131197,0.6128962095004403,0.6511237077594103,0.5015908256906187,7.3018708205626695,0.05016974726518295,2651,0.2913885800179489,0.3097876444980638,0.2727043966787619,3.5125008304063363,0.2187853640135798,2651,0.06233366702291924,0.029927965985073038,0.030108211975458765,2.3035318952623336,0.924933987174651,2651
scene-0016_CAM_FRONT_7ac3bb7f_1fe2834e,scene-0016,1fe2834ee41a4f81b8323b27d92139d1,2485,1,27.3665,25.832871168724274,19.921671724908148,-0.05767188034951687,0.0,0.31751146706940103,0.25983958671988416,0.3737049971455735,0.29672205854217193,0.3737977835709692,0.36963787834251194,0.31458883072689536,5.236603439282297,0.047082494969818915,2485,0.29743171870415874,0.2932465840354387,0.2571557885180944,4.260340354378622,0.21327967806841047,2485,0.04275783702638378,0.02218590503769414,0.022105339945455604,2.22846702890704,0.9871227364185111,2485
scene-0016_CAM_FRONT_4d53a5c4_48de6a86,scene-0016,48de6a86245f44bdbf4921d2695cd6a8,2345,1,27.3665,33.15173980356274,25.33640656331089,0.19177556037902832,0.0,0.07707728166755334,0.26885284204658166,0.0801255470706268,0.30846257620325157,0.10669967463729092,0.08563750773111756,0.08217377322102948,3.3751799762725065,0.9671641791044776,2345,0.32624466773166994,0.31390387810442894,0.2730027652591438,5.252531432688616,0.042643923240938165,2345,0.04044317204833407,0.01247987201273516,0.012509511594289258,3.2622888927189737,0.967590618336887,2345
scene-0016_CAM_FRONT_381fe530_49ae81f8,scene-0016,49ae81f8e34c4e06bc213d925cc1ca84,2756,1,27.3665,29.909079393149554,23.71285414555712,0.08884245529770851,0.0,0.14330236751472203,0.23214482281243054,0.15407870482463326,0.26130238096004854,0.1457537378249935,0.1518248129398435,0.14181410328639477,2.688357637186279,0.9611756168359942,2756,0.24237735918574888,0.2574604437346642,0.22938135048710018,3.9835776231010773,0.3925979680696662,2756,0.04553376123101787,0.015538077396054409,0.015507678832462735,2.4419974352047755,0.9539187227866474,2756
scene-0016_CAM_FRONT_52c853ea_856952a1,scene-0016,856952a195714be0bdd50295c561706d,2767,1,27.3665,27.309538802544328,21.915727681854815,-0.0020835897885262966,0.0,0.22211509957925424,0.22003150979072794,0.2487150961753446,0.2461159948229934,0.2165587181675654,0.24074309267471444,0.2161000371580153,3.031078859535676,0.6245030719190459,2767,0.21425522570683925,0.23817222175158914,0.214016447369489,3.004649692954762,0.6617275027105168,2767,0.05448410944337866,0.01937229060571618,0.01933322837056517,2.4949722801816567,0.9432598482110589,2767
scene-0016_CAM_FRONT_921505c4_a78c3609,scene-0016,a78c360914e444f3a489d3c8bfbf1b51,2516,1,27.3665,24.50555430093058,18.48825410765398,-0.11041983962059021,0.0,0.39218402029592747,0.2817641806753377,0.48021007503734503,0.3254661126052725,0.47331785174341656,0.48144944898570796,0.39305598911230133,6.964637348131905,0.02821939586645469,2516,0.32392869837507504,0.3266911419812659,0.2827512538777336,5.194413949266243,0.12837837837837837,2516,0.046515863478206465,0.021553012543896848,0.021563435334272296,3.2548791262343184,0.965818759936407,2516
scene-0016_CAM_FRONT_ebbbaf52_9cdae13a,scene-0016,9cdae13a6a0545d8a2fc50c06d993c7e,2475,1,27.3665,25.17507212660705,19.067946550313092,-0.0834653340280056,0.0,0.36131090340832994,0.27784556938032434,0.4352096030786621,0.3202822894525934,0.4299424798464394,0.42995398894022036,0.35768780213683793,6.101892294842396,0.03393939393939394,2475,0.3188947807222585,0.3155074281372448,0.27425921252744523,4.919468005420804,0.10020202020202021,2475,0.045686770906116066,0.016677660729278024,0.01670543048045703,3.4061229869698577,0.9660606060606061,2475
scene-0017_CAM_FRONT_134c7f63_4b4c3bc5,scene-0017,4b4c3bc538e64867a9712470e04d61cf,2638,1,27.3665,33.51808061259002,26.59249973834228,0.20276537537574768,0.0,0.028690426333592534,0.23145580170934021,0.02910596105193264,0.26043361633513973,0.05801058826104955,0.033736642161570345,0.03323735560809238,4.875541772140233,0.964746019711903,2638,0.25961041283377223,0.26018554834200586,0.231312965447786,5.988607249078541,0.3802122820318423,2638,0.04849536423796875,0.02190721827767255,0.022003970646293225,4.938576546822361,0.9583017437452616,2638
