case_id,condition,z_index,z_m,unmasked_occupied,all_voxels,unmasked_fraction,scored_occupied,valid,scored_fraction
00889,B,11,0.30000000000000027,2213,65536,0.0337677001953125,1261,26327,0.047897595624264065
00889,B,12,0.5,2186,65536,0.033355712890625,1028,25762,0.03990373418212872
00889,B,13,0.7000000000000002,2068,65536,0.03155517578125,741,25499,0.029059963135809247
00889,B,14,0.9000000000000004,1946,65536,0.029693603515625,595,25706,0.02314634715630592
00889,B,15,1.1,1748,65536,0.02667236328125,483,24460,0.01974652493867539
00889,B,16,1.3000000000000003,1621,65536,0.0247344970703125,441,21413,0.020594965675057208
00889,B,17,1.5,1387,65536,0.0211639404296875,249,17967,0.01385874102521289
00889,B,18,1.7000000000000002,1265,65536,0.0193023681640625,267,13581,0.019659818864590235
00889,B,19,1.9000000000000004,1077,65536,0.0164337158203125,229,9436,0.02426875794828317
00889,B,20,2.1000000000000005,1061,65536,0.0161895751953125,261,5927,0.0440357685169563
00889,B,21,2.3,1002,65536,0.015289306640625,186,3770,0.0493368700265252
00889,B,22,2.5,1122,65536,0.017120361328125,162,2104,0.07699619771863118
00889,B,23,2.7,893,65536,0.0136260986328125,36,973,0.03699897225077081
00889,B,24,2.9000000000000004,961,65536,0.0146636962890625,7,510,0.013725490196078431
00889,B,25,3.1000000000000005,949,65536,0.0144805908203125,0,235,0.0
00889,B,26,3.3000000000000007,974,65536,0.014862060546875,0,86,0.0
00889,B,27,3.5,723,65536,0.0110321044921875,0,46,0.0
00889,B,28,3.7,597,65536,0.0091094970703125,0,4,0.0
00889,B,29,3.9000000000000004,459,65536,0.0070037841796875,0,12,0.0
00889,B,30,4.1000000000000005,389,65536,0.0059356689453125,0,0,
00889,B,31,4.300000000000001,297,65536,0.0045318603515625,0,0,
01771,A,0,-1.9,65533,65536,0.9999542236328125,278,278,1.0
01771,A,1,-1.7,65502,65536,0.999481201171875,3970,3976,0.9984909456740443
01771,A,2,-1.5,64920,65536,0.9906005859375,5882,6325,0.9299604743083004
01771,A,3,-1.2999999999999998,62416,65536,0.952392578125,10834,12779,0.8477971672274826
01771,A,4,-1.1,2288,65536,0.034912109375,1246,15457,0.0806107265316685
01771,A,5,-0.8999999999999999,1374,65536,0.020965576171875,717,17023,0.04211948540210304
01771,A,6,-0.7,1073,65536,0.0163726806640625,550,18614,0.02954765230471688
01771,A,7,-0.5,701,65536,0.0106964111328125,362,19470,0.01859270672829995
01771,A,8,-0.2999999999999998,606,65536,0.009246826171875,356,19799,0.01798070609626749
01771,A,9,-0.09999999999999987,542,65536,0.008270263671875,332,19717,0.01683826139879292
01771,A,10,0.10000000000000009,465,65536,0.0070953369140625,327,20036,0.016320622878818126
01771,A,11,0.30000000000000027,379,65536,0.0057830810546875,262,19885,0.013175760623585617
01771,A,12,0.5,327,65536,0.0049896240234375,237,20082,0.011801613385121004
01771,A,13,0.7000000000000002,287,65536,0.0043792724609375,199,20331,0.009788008459987212
01771,A,14,0.9000000000000004,286,65536,0.004364013671875,173,18383,0.009410868737420443
01771,A,15,1.1,263,65536,0.0040130615234375,144,13337,0.010797030816525456
01771,A,16,1.3000000000000003,243,65536,0.0037078857421875,81,8259,0.00980748274609517
01771,A,17,1.5,174,65536,0.002655029296875,28,4397,0.006367978166931999
01771,A,18,1.7000000000000002,119,65536,0.0018157958984375,3,1636,0.0018337408312958435
01771,A,19,1.9000000000000004,51,65536,0.0007781982421875,0,546,0.0
01771,A,20,2.1000000000000005,40,65536,0.0006103515625,0,0,
01771,A,21,2.3,50,65536,0.000762939453125,0,0,
01771,A,22,2.5,66,65536,0.001007080078125,0,0,
01771,A,23,2.7,20,65536,0.00030517578125,0,0,
01771,A,24,2.9000000000000004,28,65536,0.00042724609375,0,0,
01771,A,25,3.1000000000000005,32,65536,0.00048828125,0,0,
01771,A,26,3.3000000000000007,95,65536,0.0014495849609375,0,0,
01771,A,27,3.5,705,65536,0.0107574462890625,0,0,
01771,A,28,3.7,3009,65536,0.0459136962890625,0,0,
01771,A,29,3.9000000000000004,61172,65536,0.93341064453125,0,0,
01771,A,30,4.1000000000000005,65263,65536,0.9958343505859375,0,0,
01771,A,31,4.300000000000001,65517,65536,0.9997100830078125,0,0,
01771,B,0,-1.9,32120,65536,0.4901123046875,135,278,0.4856115107913669
01771,B,1,-1.7,4063,65536,0.0619964599609375,268,3976,0.06740442655935613
01771,B,2,-1.5,3050,65536,0.046539306640625,643,6325,0.1016600790513834
01771,B,3,-1.2999999999999998,2193,65536,0.0334625244140625,1062,12779,0.08310509429532827
01771,B,4,-1.1,1955,65536,0.0298309326171875,988,15457,0.063919259882254
01771,B,5,-0.8999999999999999,1669,65536,0.0254669189453125,780,17023,0.04582036068848029
01771,B,6,-0.7,1689,65536,0.0257720947265625,785,18614,0.042172558289459545
01771,B,7,-0.5,1490,65536,0.022735595703125,676,19470,0.0347200821777093
01771,B,8,-0.2999999999999998,1437,65536,0.0219268798828125,687,19799,0.034698722157684735
01771,B,9,-0.09999999999999987,1353,65536,0.0206451416015625,589,19717,0.02987269868641274
01771,B,10,0.10000000000000009,1279,65536,0.0195159912109375,570,20036,0.028448792174086645
01771,B,11,0.30000000000000027,1093,65536,0.0166778564453125,451,19885,0.02268041237113402
01771,B,12,0.5,1202,65536,0.018341064453125,453,20082,0.022557514191813566
01771,B,13,0.7000000000000002,1184,65536,0.01806640625,400,20331,0.019674388864295903
01771,B,14,0.9000000000000004,1223,65536,0.0186614990234375,341,18383,0.01854974704890388
01771,B,15,1.1,1060,65536,0.01617431640625,235,13337,0.01762015445752418
01771,B,16,1.3000000000000003,1042,65536,0.015899658203125,139,8259,0.01683012471243492
01771,B,17,1.5,983,65536,0.0149993896484375,58,4397,0.013190811917216284
01771,B,18,1.7000000000000002,959,65536,0.0146331787109375,74,1636,0.04523227383863081
01771,B,19,1.9000000000000004,732,65536,0.01116943359375,18,546,0.03296703296703297
01771,B,20,2.1000000000000005,679,65536,0.0103607177734375,0,0,
01771,B,21,2.3,616,65536,0.0093994140625,0,0,
01771,B,22,2.5,530,65536,0.008087158203125,0,0,
01771,B,23,2.7,364,65536,0.00555419921875,0,0,
01771,B,24,2.9000000000000004,273,65536,0.0041656494140625,0,0,
01771,B,25,3.1000000000000005,209,65536,0.0031890869140625,0,0,
01771,B,26,3.3000000000000007,136,65536,0.0020751953125,0,0,
01771,B,27,3.5,36,65536,0.00054931640625,0,0,
01771,B,28,3.7,11,65536,0.0001678466796875,0,0,
01771,B,29,3.9000000000000004,0,65536,0.0,0,0,
01771,B,30,4.1000000000000005,0,65536,0.0,0,0,
01771,B,31,4.300000000000001,0,65536,0.0,0,0,
uniform_256x256x32,A,0,-1.9,63915,65536,0.9752655029296875,,,
uniform_256x256x32,A,1,-1.7,65536,65536,1.0,,,
uniform_256x256x32,A,2,-1.5,65536,65536,1.0,,,
uniform_256x256x32,A,3,-1.2999999999999998,65291,65536,0.9962615966796875,,,
uniform_256x256x32,A,4,-1.1,62784,65536,0.9580078125,,,
uniform_256x256x32,A,5,-0.8999999999999999,0,65536,0.0,,,
uniform_256x256x32,A,6,-0.7,0,65536,0.0,,,
uniform_256x256x32,A,7,-0.5,0,65536,0.0,,,
uniform_256x256x32,A,8,-0.2999999999999998,0,65536,0.0,,,
uniform_256x256x32,A,9,-0.09999999999999987,0,65536,0.0,,,
uniform_256x256x32,A,10,0.10000000000000009,0,65536,0.0,,,
uniform_256x256x32,A,11,0.30000000000000027,0,65536,0.0,,,
uniform_256x256x32,A,12,0.5,0,65536,0.0,,,
uniform_256x256x32,A,13,0.7000000000000002,0,65536,0.0,,,
uniform_256x256x32,A,14,0.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,A,15,1.1,0,65536,0.0,,,
uniform_256x256x32,A,16,1.3000000000000003,0,65536,0.0,,,
uniform_256x256x32,A,17,1.5,0,65536,0.0,,,
uniform_256x256x32,A,18,1.7000000000000002,0,65536,0.0,,,
uniform_256x256x32,A,19,1.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,A,20,2.1000000000000005,0,65536,0.0,,,
uniform_256x256x32,A,21,2.3,0,65536,0.0,,,
uniform_256x256x32,A,22,2.5,0,65536,0.0,,,
uniform_256x256x32,A,23,2.7,0,65536,0.0,,,
uniform_256x256x32,A,24,2.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,A,25,3.1000000000000005,0,65536,0.0,,,
uniform_256x256x32,A,26,3.3000000000000007,0,65536,0.0,,,
uniform_256x256x32,A,27,3.5,0,65536,0.0,,,
uniform_256x256x32,A,28,3.7,3,65536,4.57763671875e-05,,,
uniform_256x256x32,A,29,3.9000000000000004,2710,65536,0.041351318359375,,,
uniform_256x256x32,A,30,4.1000000000000005,65011,65536,0.9919891357421875,,,
uniform_256x256x32,A,31,4.300000000000001,64989,65536,0.9916534423828125,,,
uniform_256x256x32,B,0,-1.9,65535,65536,0.9999847412109375,,,
uniform_256x256x32,B,1,-1.7,64966,65536,0.991302490234375,,,
uniform_256x256x32,B,2,-1.5,1396,65536,0.02130126953125,,,
uniform_256x256x32,B,3,-1.2999999999999998,1005,65536,0.0153350830078125,,,
uniform_256x256x32,B,4,-1.1,0,65536,0.0,,,
uniform_256x256x32,B,5,-0.8999999999999999,0,65536,0.0,,,
uniform_256x256x32,B,6,-0.7,0,65536,0.0,,,
uniform_256x256x32,B,7,-0.5,0,65536,0.0,,,
uniform_256x256x32,B,8,-0.2999999999999998,0,65536,0.0,,,
uniform_256x256x32,B,9,-0.09999999999999987,0,65536,0.0,,,
uniform_256x256x32,B,10,0.10000000000000009,0,65536,0.0,,,
uniform_256x256x32,B,11,0.30000000000000027,0,65536,0.0,,,
uniform_256x256x32,B,12,0.5,0,65536,0.0,,,
uniform_256x256x32,B,13,0.7000000000000002,0,65536,0.0,,,
uniform_256x256x32,B,14,0.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,B,15,1.1,0,65536,0.0,,,
uniform_256x256x32,B,16,1.3000000000000003,0,65536,0.0,,,
uniform_256x256x32,B,17,1.5,0,65536,0.0,,,
uniform_256x256x32,B,18,1.7000000000000002,0,65536,0.0,,,
uniform_256x256x32,B,19,1.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,B,20,2.1000000000000005,0,65536,0.0,,,
uniform_256x256x32,B,21,2.3,0,65536,0.0,,,
uniform_256x256x32,B,22,2.5,0,65536,0.0,,,
uniform_256x256x32,B,23,2.7,0,65536,0.0,,,
uniform_256x256x32,B,24,2.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,B,25,3.1000000000000005,0,65536,0.0,,,
uniform_256x256x32,B,26,3.3000000000000007,0,65536,0.0,,,
uniform_256x256x32,B,27,3.5,0,65536,0.0,,,
uniform_256x256x32,B,28,3.7,0,65536,0.0,,,
uniform_256x256x32,B,29,3.9000000000000004,0,65536,0.0,,,
uniform_256x256x32,B,30,4.1000000000000005,0,65536,0.0,,,
uniform_256x256x32,B,31,4.300000000000001,0,65536,0.0,,,
