drive,partition,sscbench_index,native_frame,stream_index,frame_key,t_image_s,t_velodyne_s,dt_velo_minus_image_s,rgb_path,lidar_path,pose_row,pose_frame_matches_native,target_file,target_frame,target_anchored_at,trident_cache,causal_input_range,future_target_range,sample_file
2013_05_28_drive_0003_sync,train,65,72,13,0003_0000000072,7.534052,7.533844,-0.000208,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000072.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000072.bin,66,True,preprocess/labels/2013_05_28_drive_0003_sync/000065_1_1.npy,velodyne_of_native_frame_72,t (last frame of the clip),True,"[0, 13]","[14, 33]",samples/k360_train/2013_05_28_drive_0003_sync_00013.npz
2013_05_28_drive_0003_sync,train,70,77,14,0003_0000000077,8.057713,8.057349,-0.000364,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000077.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000077.bin,71,True,preprocess/labels/2013_05_28_drive_0003_sync/000070_1_1.npy,velodyne_of_native_frame_77,t (last frame of the clip),True,"[0, 14]","[15, 34]",samples/k360_train/2013_05_28_drive_0003_sync_00014.npz
2013_05_28_drive_0003_sync,train,75,82,15,0003_0000000082,8.581621,8.581297,-0.000324,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000082.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000082.bin,76,True,preprocess/labels/2013_05_28_drive_0003_sync/000075_1_1.npy,velodyne_of_native_frame_82,t (last frame of the clip),True,"[0, 15]","[16, 35]",samples/k360_train/2013_05_28_drive_0003_sync_00015.npz
2013_05_28_drive_0003_sync,train,80,87,16,0003_0000000087,9.105421,9.105196,-0.000225,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000087.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000087.bin,81,True,preprocess/labels/2013_05_28_drive_0003_sync/000080_1_1.npy,velodyne_of_native_frame_87,t (last frame of the clip),True,"[0, 16]","[17, 36]",samples/k360_train/2013_05_28_drive_0003_sync_00016.npz
2013_05_28_drive_0003_sync,train,85,92,17,0003_0000000092,9.629678,9.629514,-0.000164,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000092.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000092.bin,86,True,preprocess/labels/2013_05_28_drive_0003_sync/000085_1_1.npy,velodyne_of_native_frame_92,t (last frame of the clip),True,"[0, 17]","[18, 37]",samples/k360_train/2013_05_28_drive_0003_sync_00017.npz
2013_05_28_drive_0003_sync,train,90,97,18,0003_0000000097,10.153921,10.153856,-6.5e-05,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000097.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000097.bin,91,True,preprocess/labels/2013_05_28_drive_0003_sync/000090_1_1.npy,velodyne_of_native_frame_97,t (last frame of the clip),True,"[0, 18]","[19, 38]",samples/k360_train/2013_05_28_drive_0003_sync_00018.npz
2013_05_28_drive_0003_sync,train,95,102,19,0003_0000000102,10.678134,10.678226,9.2e-05,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000102.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000102.bin,96,True,preprocess/labels/2013_05_28_drive_0003_sync/000095_1_1.npy,velodyne_of_native_frame_102,t (last frame of the clip),True,"[0, 19]","[20, 39]",samples/k360_train/2013_05_28_drive_0003_sync_00019.npz
2013_05_28_drive_0003_sync,train,100,107,20,0003_0000000107,11.201957,11.202222,0.000265,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000107.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000107.bin,101,True,preprocess/labels/2013_05_28_drive_0003_sync/000100_1_1.npy,velodyne_of_native_frame_107,t (last frame of the clip),True,"[0, 20]","[21, 40]",samples/k360_train/2013_05_28_drive_0003_sync_00020.npz
2013_05_28_drive_0003_sync,train,105,112,21,0003_0000000112,11.725831,11.726002,0.000171,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000112.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000112.bin,106,True,preprocess/labels/2013_05_28_drive_0003_sync/000105_1_1.npy,velodyne_of_native_frame_112,t (last frame of the clip),True,"[0, 21]","[22, 41]",samples/k360_train/2013_05_28_drive_0003_sync_00021.npz
2013_05_28_drive_0003_sync,train,110,117,22,0003_0000000117,12.249193,12.24965,0.000457,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000117.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000117.bin,111,True,preprocess/labels/2013_05_28_drive_0003_sync/000110_1_1.npy,velodyne_of_native_frame_117,t (last frame of the clip),True,"[0, 22]","[23, 42]",samples/k360_train/2013_05_28_drive_0003_sync_00022.npz
2013_05_28_drive_0003_sync,train,115,122,23,0003_0000000122,12.772922,12.773254,0.000332,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000122.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000122.bin,116,True,preprocess/labels/2013_05_28_drive_0003_sync/000115_1_1.npy,velodyne_of_native_frame_122,t (last frame of the clip),True,"[0, 23]","[24, 43]",samples/k360_train/2013_05_28_drive_0003_sync_00023.npz
2013_05_28_drive_0003_sync,train,120,127,24,0003_0000000127,13.296195,13.296794,0.000599,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000127.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000127.bin,121,True,preprocess/labels/2013_05_28_drive_0003_sync/000120_1_1.npy,velodyne_of_native_frame_127,t (last frame of the clip),True,"[0, 24]","[25, 44]",samples/k360_train/2013_05_28_drive_0003_sync_00024.npz
2013_05_28_drive_0003_sync,train,125,132,25,0003_0000000132,13.819676,13.820163,0.000487,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000132.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000132.bin,126,True,preprocess/labels/2013_05_28_drive_0003_sync/000125_1_1.npy,velodyne_of_native_frame_132,t (last frame of the clip),True,"[0, 25]","[26, 45]",samples/k360_train/2013_05_28_drive_0003_sync_00025.npz
2013_05_28_drive_0003_sync,train,130,137,26,0003_0000000137,14.343447,14.343854,0.000407,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000137.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000137.bin,131,True,preprocess/labels/2013_05_28_drive_0003_sync/000130_1_1.npy,velodyne_of_native_frame_137,t (last frame of the clip),True,"[0, 26]","[27, 46]",samples/k360_train/2013_05_28_drive_0003_sync_00026.npz
2013_05_28_drive_0003_sync,train,135,143,27,0003_0000000143,14.972159,14.972631,0.000472,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000143.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000143.bin,136,True,preprocess/labels/2013_05_28_drive_0003_sync/000135_1_1.npy,velodyne_of_native_frame_143,t (last frame of the clip),True,"[0, 27]","[28, 47]",samples/k360_train/2013_05_28_drive_0003_sync_00027.npz
2013_05_28_drive_0003_sync,train,140,157,28,0003_0000000157,16.439046,16.439556,0.00051,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000157.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000157.bin,141,True,preprocess/labels/2013_05_28_drive_0003_sync/000140_1_1.npy,velodyne_of_native_frame_157,t (last frame of the clip),True,"[0, 28]","[29, 48]",samples/k360_train/2013_05_28_drive_0003_sync_00028.npz
2013_05_28_drive_0003_sync,train,145,167,29,0003_0000000167,17.485836,17.486311,0.000475,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000167.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000167.bin,146,True,preprocess/labels/2013_05_28_drive_0003_sync/000145_1_1.npy,velodyne_of_native_frame_167,t (last frame of the clip),True,"[0, 29]","[30, 49]",samples/k360_train/2013_05_28_drive_0003_sync_00029.npz
2013_05_28_drive_0003_sync,train,150,172,30,0003_0000000172,18.008672,18.009169,0.000497,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000172.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000172.bin,151,True,preprocess/labels/2013_05_28_drive_0003_sync/000150_1_1.npy,velodyne_of_native_frame_172,t (last frame of the clip),True,"[0, 30]","[31, 50]",samples/k360_train/2013_05_28_drive_0003_sync_00030.npz
2013_05_28_drive_0003_sync,train,155,177,31,0003_0000000177,18.531432,18.53198,0.000548,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000177.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000177.bin,156,True,preprocess/labels/2013_05_28_drive_0003_sync/000155_1_1.npy,velodyne_of_native_frame_177,t (last frame of the clip),True,"[0, 31]","[32, 51]",samples/k360_train/2013_05_28_drive_0003_sync_00031.npz
2013_05_28_drive_0003_sync,train,160,182,32,0003_0000000182,19.054291,19.054786,0.000495,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000182.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000182.bin,161,True,preprocess/labels/2013_05_28_drive_0003_sync/000160_1_1.npy,velodyne_of_native_frame_182,t (last frame of the clip),True,"[0, 32]","[33, 52]",samples/k360_train/2013_05_28_drive_0003_sync_00032.npz
2013_05_28_drive_0003_sync,train,165,187,33,0003_0000000187,19.57729,19.577844,0.000554,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000187.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000187.bin,166,True,preprocess/labels/2013_05_28_drive_0003_sync/000165_1_1.npy,velodyne_of_native_frame_187,t (last frame of the clip),True,"[0, 33]","[34, 53]",samples/k360_train/2013_05_28_drive_0003_sync_00033.npz
2013_05_28_drive_0003_sync,train,170,192,34,0003_0000000192,20.100975,20.101494,0.000519,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000192.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000192.bin,171,True,preprocess/labels/2013_05_28_drive_0003_sync/000170_1_1.npy,velodyne_of_native_frame_192,t (last frame of the clip),True,"[0, 34]","[35, 54]",samples/k360_train/2013_05_28_drive_0003_sync_00034.npz
2013_05_28_drive_0003_sync,train,175,197,35,0003_0000000197,20.62544,20.625906,0.000466,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000197.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000197.bin,176,True,preprocess/labels/2013_05_28_drive_0003_sync/000175_1_1.npy,velodyne_of_native_frame_197,t (last frame of the clip),True,"[0, 35]","[36, 55]",samples/k360_train/2013_05_28_drive_0003_sync_00035.npz
2013_05_28_drive_0003_sync,train,180,202,36,0003_0000000202,21.150061,21.150499,0.000438,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000202.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000202.bin,181,True,preprocess/labels/2013_05_28_drive_0003_sync/000180_1_1.npy,velodyne_of_native_frame_202,t (last frame of the clip),True,"[0, 36]","[37, 56]",samples/k360_train/2013_05_28_drive_0003_sync_00036.npz
2013_05_28_drive_0003_sync,train,185,207,37,0003_0000000207,21.67492,21.67542,0.0005,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000207.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000207.bin,186,True,preprocess/labels/2013_05_28_drive_0003_sync/000185_1_1.npy,velodyne_of_native_frame_207,t (last frame of the clip),True,"[0, 37]","[38, 57]",samples/k360_train/2013_05_28_drive_0003_sync_00037.npz
2013_05_28_drive_0003_sync,train,190,212,38,0003_0000000212,22.199145,22.199716,0.000571,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000212.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000212.bin,191,True,preprocess/labels/2013_05_28_drive_0003_sync/000190_1_1.npy,velodyne_of_native_frame_212,t (last frame of the clip),True,"[0, 38]","[39, 58]",samples/k360_train/2013_05_28_drive_0003_sync_00038.npz
2013_05_28_drive_0003_sync,train,195,217,39,0003_0000000217,22.723489,22.723992,0.000503,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000217.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000217.bin,196,True,preprocess/labels/2013_05_28_drive_0003_sync/000195_1_1.npy,velodyne_of_native_frame_217,t (last frame of the clip),True,"[0, 39]","[40, 59]",samples/k360_train/2013_05_28_drive_0003_sync_00039.npz
2013_05_28_drive_0003_sync,train,200,222,40,0003_0000000222,23.247464,23.24793,0.000466,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000222.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000222.bin,201,True,preprocess/labels/2013_05_28_drive_0003_sync/000200_1_1.npy,velodyne_of_native_frame_222,t (last frame of the clip),True,"[0, 40]","[41, 60]",samples/k360_train/2013_05_28_drive_0003_sync_00040.npz
2013_05_28_drive_0003_sync,train,205,227,41,0003_0000000227,23.771103,23.771547,0.000444,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000227.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000227.bin,206,True,preprocess/labels/2013_05_28_drive_0003_sync/000205_1_1.npy,velodyne_of_native_frame_227,t (last frame of the clip),True,"[0, 41]","[42, 61]",samples/k360_train/2013_05_28_drive_0003_sync_00041.npz
2013_05_28_drive_0003_sync,train,210,232,42,0003_0000000232,24.29443,24.294917,0.000487,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000232.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000232.bin,211,True,preprocess/labels/2013_05_28_drive_0003_sync/000210_1_1.npy,velodyne_of_native_frame_232,t (last frame of the clip),True,"[0, 42]","[43, 62]",samples/k360_train/2013_05_28_drive_0003_sync_00042.npz
2013_05_28_drive_0003_sync,train,215,237,43,0003_0000000237,24.817574,24.818086,0.000512,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000237.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000237.bin,216,True,preprocess/labels/2013_05_28_drive_0003_sync/000215_1_1.npy,velodyne_of_native_frame_237,t (last frame of the clip),True,"[0, 43]","[44, 63]",samples/k360_train/2013_05_28_drive_0003_sync_00043.npz
2013_05_28_drive_0003_sync,train,220,242,44,0003_0000000242,25.340802,25.341347,0.000545,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000242.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000242.bin,221,True,preprocess/labels/2013_05_28_drive_0003_sync/000220_1_1.npy,velodyne_of_native_frame_242,t (last frame of the clip),True,"[0, 44]","[45, 64]",samples/k360_train/2013_05_28_drive_0003_sync_00044.npz
2013_05_28_drive_0003_sync,train,225,247,45,0003_0000000247,25.864073,25.864501,0.000428,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000247.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000247.bin,226,True,preprocess/labels/2013_05_28_drive_0003_sync/000225_1_1.npy,velodyne_of_native_frame_247,t (last frame of the clip),True,"[0, 45]","[46, 65]",samples/k360_train/2013_05_28_drive_0003_sync_00045.npz
2013_05_28_drive_0003_sync,train,230,252,46,0003_0000000252,26.387096,26.387545,0.000449,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000252.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000252.bin,231,True,preprocess/labels/2013_05_28_drive_0003_sync/000230_1_1.npy,velodyne_of_native_frame_252,t (last frame of the clip),True,"[0, 46]","[47, 66]",samples/k360_train/2013_05_28_drive_0003_sync_00046.npz
2013_05_28_drive_0003_sync,train,235,257,47,0003_0000000257,26.910327,26.910837,0.00051,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000257.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000257.bin,236,True,preprocess/labels/2013_05_28_drive_0003_sync/000235_1_1.npy,velodyne_of_native_frame_257,t (last frame of the clip),True,"[0, 47]","[48, 67]",samples/k360_train/2013_05_28_drive_0003_sync_00047.npz
2013_05_28_drive_0003_sync,train,240,262,48,0003_0000000262,27.433312,27.433864,0.000552,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000262.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000262.bin,241,True,preprocess/labels/2013_05_28_drive_0003_sync/000240_1_1.npy,velodyne_of_native_frame_262,t (last frame of the clip),True,"[0, 48]","[49, 68]",samples/k360_train/2013_05_28_drive_0003_sync_00048.npz
2013_05_28_drive_0003_sync,train,245,267,49,0003_0000000267,27.956349,27.956862,0.000513,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000267.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000267.bin,246,True,preprocess/labels/2013_05_28_drive_0003_sync/000245_1_1.npy,velodyne_of_native_frame_267,t (last frame of the clip),True,"[0, 49]","[50, 69]",samples/k360_train/2013_05_28_drive_0003_sync_00049.npz
2013_05_28_drive_0003_sync,train,250,272,50,0003_0000000272,28.479319,28.479828,0.000509,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000272.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000272.bin,251,True,preprocess/labels/2013_05_28_drive_0003_sync/000250_1_1.npy,velodyne_of_native_frame_272,t (last frame of the clip),True,"[0, 50]","[51, 70]",samples/k360_train/2013_05_28_drive_0003_sync_00050.npz
2013_05_28_drive_0003_sync,train,255,277,51,0003_0000000277,29.002482,29.002849,0.000367,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000277.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000277.bin,256,True,preprocess/labels/2013_05_28_drive_0003_sync/000255_1_1.npy,velodyne_of_native_frame_277,t (last frame of the clip),True,"[0, 51]","[52, 71]",samples/k360_train/2013_05_28_drive_0003_sync_00051.npz
2013_05_28_drive_0003_sync,train,260,282,52,0003_0000000282,29.525566,29.525942,0.000376,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000282.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000282.bin,261,True,preprocess/labels/2013_05_28_drive_0003_sync/000260_1_1.npy,velodyne_of_native_frame_282,t (last frame of the clip),True,"[0, 52]","[53, 72]",samples/k360_train/2013_05_28_drive_0003_sync_00052.npz
2013_05_28_drive_0003_sync,train,265,287,53,0003_0000000287,30.04859,30.048999,0.000409,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000287.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000287.bin,266,True,preprocess/labels/2013_05_28_drive_0003_sync/000265_1_1.npy,velodyne_of_native_frame_287,t (last frame of the clip),True,"[0, 53]","[54, 73]",samples/k360_train/2013_05_28_drive_0003_sync_00053.npz
2013_05_28_drive_0003_sync,train,270,292,54,0003_0000000292,30.571838,30.572166,0.000328,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000292.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000292.bin,271,True,preprocess/labels/2013_05_28_drive_0003_sync/000270_1_1.npy,velodyne_of_native_frame_292,t (last frame of the clip),True,"[0, 54]","[55, 74]",samples/k360_train/2013_05_28_drive_0003_sync_00054.npz
2013_05_28_drive_0003_sync,train,275,297,55,0003_0000000297,31.095017,31.095385,0.000368,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000297.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000297.bin,276,True,preprocess/labels/2013_05_28_drive_0003_sync/000275_1_1.npy,velodyne_of_native_frame_297,t (last frame of the clip),True,"[0, 55]","[56, 75]",samples/k360_train/2013_05_28_drive_0003_sync_00055.npz
2013_05_28_drive_0003_sync,train,280,302,56,0003_0000000302,31.618324,31.61844,0.000116,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000302.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000302.bin,281,True,preprocess/labels/2013_05_28_drive_0003_sync/000280_1_1.npy,velodyne_of_native_frame_302,t (last frame of the clip),True,"[0, 56]","[57, 76]",samples/k360_train/2013_05_28_drive_0003_sync_00056.npz
2013_05_28_drive_0003_sync,train,285,307,57,0003_0000000307,32.141441,32.141562,0.000121,data_2d_raw/2013_05_28_drive_0003_sync/image_00/data_rect/0000000307.png,data_3d_raw/2013_05_28_drive_0003_sync/velodyne_points/data/0000000307.bin,286,True,preprocess/labels/2013_05_28_drive_0003_sync/000285_1_1.npy,velodyne_of_native_frame_307,t (last frame of the clip),True,"[0, 57]","[58, 77]",samples/k360_train/2013_05_28_drive_0003_sync_00057.npz
