clip_id,sequence,split,n_lidar_px,n_pose_pairs,s_depth,s_pose,s_joint,s_depth_uniform_w,log_s_depth,log_s_pose,log_s_joint,depth_mad_log,pose_mad_log,per_frame_log_s_std,per_frame_s_min,per_frame_s_max,agreement_error_log,gt_motion_m,reliable,flags
00_001075_001095_s5,00,train,91226,4,28.703862660944203,29.480353358467653,29.08951725274177,28.72145144076841,3.357031701198837,3.3837240536287996,3.3703778774138184,0.03787213542717671,0.0320675431900983,0.016904157817345413,28.23828435266085,29.534150612959728,0.026692352429962707,18.86657646272194,1,
00_001100_001120_s5,00,train,92780,4,24.0845921450151,24.08453305683344,24.08456260090615,24.42263212823911,3.1815723059556222,3.1815698525923355,3.181571079273979,0.033984408019335444,0.013142797846075416,0.016517397722096268,23.486697965571206,24.51402714932126,2.45336328674739e-06,11.362573615676181,1,
00_001125_001145_s5,00,train,94997,4,23.425641025641017,23.18907535777225,23.307058052180473,23.79842519685039,3.153831192772099,3.1436812780176724,3.1487562353948855,0.0417763642742246,0.03478803706189382,0.014903761879445318,22.96492236917769,23.94778825235678,0.010149914754426614,11.166010711818412,1,
00_001150_001170_s5,00,train,95765,4,27.519025875190255,28.83592070958878,28.169778986390863,27.450236966824647,3.314877615461557,3.361621856836401,3.338249736148979,0.03252024671213816,0.02856551140130703,0.015572106469743564,26.660486674391656,27.90674228103339,0.04674424137484401,16.55934194050936,1,
00_001175_001195_s5,00,train,94189,4,28.686139139670733,30.49477207657582,29.576633933245343,28.075224856909227,3.3564140492984764,3.4175552615960685,3.3869846554472725,0.04705417754120056,0.015299062866567681,0.037308211246078526,26.88451840645486,29.55615453728661,0.06114121229759206,17.27920471269327,1,
00_001200_001220_s5,00,train,94650,4,23.690607734806626,24.824267657255565,24.25081415894915,23.53558430558439,3.165078671484812,3.2118217092848402,3.188450190384826,0.028086327934640387,0.015765600422309456,0.021574553538550503,22.87533156498674,24.297297297297302,0.0467430378000282,11.95342471086681,1,
00_001225_001245_s5,00,train,91329,4,22.05233941316416,21.67573585548996,21.863226754423895,22.189961389961393,3.093418692100199,3.076193471593908,3.0848060818470535,0.03923046924039575,0.027462373032211218,0.013187089253045141,21.527073337902678,22.39508070714834,0.017225220506291272,10.598094670897353,1,
00_001250_001270_s5,00,train,89637,4,21.49283489096573,21.20075086389924,21.346293305449667,21.493820526598604,3.067719618704553,3.054036599159215,3.0608781089318837,0.030506395987444535,0.02675555802990104,0.013538919811530029,20.966974900924697,21.7736170212766,0.013683019545337682,8.815107988705561,1,
00_001275_001295_s5,00,train,82818,4,19.784030418250953,20.157196862805016,19.969742008358725,19.830985915492963,2.9848750677356723,3.0035613890318653,2.994218228383769,0.035426298727458505,0.03127456422812225,0.012976605742157588,19.387569479535124,20.16038882138518,0.018686321296192965,10.431116362097278,1,
00_001300_001320_s5,00,train,85183,4,22.160747663551398,21.714887608358854,21.9366849097857,22.130728775356882,3.0983226006398614,3.077998090212804,3.0881603454263327,0.036056166205422624,0.007055641204976926,0.015619237454715124,21.877325982081324,22.83333333333333,0.02032451042705752,16.722624164834468,1,
00_001325_001345_s5,00,train,85890,4,24.955223880597007,24.229324241257604,24.58959558260688,24.963350785340314,3.2170831742536805,3.187563645098108,3.2023234096758944,0.03381175928401925,0.010897303833599548,0.010406958684821667,24.591273374888694,25.37060931899641,0.02951952915557232,16.65832716128249,1,
00_001350_001370_s5,00,train,87608,4,24.06901960784314,23.506317346727013,23.786004564166632,24.33435901320047,3.1809255200906383,3.157269208288593,3.1690973641896156,0.0443105395853407,0.03645270563805947,0.03870878251982752,22.526984126984125,24.974436090225566,0.023656311802045416,12.534634369097073,1,
00_001375_001395_s5,00,train,93789,4,20.745932415519402,20.336777216330336,20.540336065397373,20.594458438287152,3.032350199292935,3.0124309324584377,3.0223905658756864,0.02429524101227143,0.04420402354541042,0.007635620474494879,20.608695652173914,21.05507246376812,0.019919266834497407,4.749182855129469,1,
00_001400_001420_s5,00,train,88890,4,21.14164904862579,21.008900490369058,21.075170249962035,21.28706666808669,3.0512449834842497,3.0449461808063574,3.0480955821453035,0.03705115657420288,0.06343049299662584,0.02742276173699929,20.275630252100843,21.627486437613015,0.00629880267789229,8.320174536059783,1,
00_001425_001445_s5,00,train,84760,4,25.439999999999998,25.72519298730426,25.582199076643516,25.395265413654226,3.2363227384719213,3.2474707836279997,3.2418967610499605,0.029539099247833045,0.019358074118088542,0.009698011985082992,25.153664302600472,25.856805664830837,0.011148045156078368,17.765033422105695,1,
00_001450_001470_s5,00,train,85024,4,28.080645161290327,29.071257816457194,28.571658599673956,27.970173985086998,3.3350805547230977,3.3697499821747074,3.352415268448903,0.029581620681292886,0.02176147383077498,0.021615818845806146,26.94308943089431,28.726810673443453,0.034669427451609724,23.18387447806863,1,
00_001475_001495_s5,00,train,85487,4,28.552016985137996,29.411253314293404,28.978450686396286,28.603351955307268,3.3517275810720335,3.3813773669007903,3.366552473986412,0.03627597318734077,0.025379482486854954,0.01482763966942935,28.0346435709527,29.169849246231156,0.02964978582875677,25.78890812829036,1,
00_001500_001520_s5,00,train,85055,4,29.374358974358973,29.774531846662693,29.57376855859518,29.455978975032842,3.3801221500767347,3.393653392083757,3.3868877710802456,0.03924084999752209,0.020435565322281857,0.023545866885216066,27.996251171508902,29.87793427230047,0.013531242007022382,24.98040633484093,1,
00_001525_001545_s5,00,train,88705,4,27.05367793240557,27.946593900761354,27.49651160963746,27.228268551236752,3.2978229639759586,3.3302953281593917,3.314059146067675,0.033326843837898856,0.021265364341209736,0.0175793632167239,26.177394830207813,27.504968383017157,0.03247236418343302,16.32893844675055,1,
00_001550_001570_s5,00,train,90652,4,19.913867355727824,20.26649646425333,20.089408213147237,19.960396039603964,2.9914163410884225,3.008969102123352,3.0001927216058872,0.033689664682107656,0.034280584330159236,0.028177946921889,18.92783505154639,20.40742599096839,0.01755276103492953,10.375427030727481,1,
00_001575_001595_s5,00,train,91548,4,22.72463768115941,22.414451028558865,22.569011463643925,22.7106227106227,3.1234496963130933,3.109705886054258,3.1165777911836754,0.030436746447721985,0.03742919459052518,0.017957886571960315,21.93697749196142,22.956968529222866,0.01374381025883542,14.123424929100771,1,
00_001600_001620_s5,00,train,89347,4,24.18570102135562,24.091707992760128,24.138658757410273,24.1038961038961,3.1857615916458784,3.181867714601634,3.183814653123756,0.02925918674138739,0.01286642884549627,0.011315175629005338,23.68448729184925,24.366361365528718,0.003893877044244487,17.05602379088919,1,
00_001625_001645_s5,00,train,91284,4,26.06226650062267,27.142663618449927,26.596979767650257,26.021523193551197,3.2604885403101638,3.3011067932331737,3.2807976667716687,0.03428956434592334,0.01357116657312396,0.010677688633637283,25.64665523156089,26.489236790606654,0.04061825292300991,17.661396672124717,1,
00_001650_001670_s5,00,train,91352,4,26.181818181818183,26.56591639003228,26.37316804551946,26.145733979466787,3.2650652073375754,3.279629055450683,3.2723471313941292,0.03336963003292648,0.03871409845021767,0.00718941884276804,25.99693721286371,26.52631578947368,0.014563848113107625,19.157372683854874,1,
00_001675_001695_s5,00,train,90835,4,26.994266994266994,27.535226678772954,27.2634051562614,26.996699669967,3.2956245099127033,3.3154661550674467,3.305545332490075,0.03241287122445069,0.019504430559218022,0.007009566002165974,26.656934306569344,27.19232818327117,0.019841645154743404,18.162113443609805,1,
00_001700_001720_s5,00,train,94800,4,23.417789757412404,24.128225283297276,23.770353529212354,23.400998336106493,3.153495979566282,3.1833823287886402,3.1684391541774612,0.039358143045716165,0.029649517390613056,0.028498879588749436,22.040950040950037,23.787234042553198,0.029886349222358444,13.864693271265317,1,
00_001725_001745_s5,00,train,92296,4,24.88888888888889,25.2557079534286,25.071627571083454,25.333333333333325,3.2144214745188204,3.229052187735737,3.221736831127279,0.05776870170705961,0.03134487078493353,0.0360012758588737,23.14015477214102,25.58235699517573,0.014630713216916558,18.228853993522016,1,
00_001750_001770_s5,00,train,91880,4,24.022966507177035,25.147999673660795,24.579047049933653,24.187290969899674,3.1790103105739025,3.2247783575440687,3.2018943340589856,0.04417841942887213,0.019041304825906602,0.012063242533328671,23.656213704994194,24.509240246406574,0.04576804697016623,18.644886258393942,1,
00_001775_001795_s5,00,train,93063,4,21.409090909090914,21.778641195331694,21.59307549255846,21.56626506024096,3.063815640658102,3.080929727832802,3.072372684245452,0.03705704180105229,0.014152015697281639,0.010549101572840012,21.12989690721649,21.790476190476188,0.017114087174699755,12.385373821966095,1,
00_001800_001820_s5,00,train,88613,4,19.619152449091906,19.197848144626935,19.40735709580138,19.59590043923865,2.9765062548907846,2.9547981969520936,2.9656522259214393,0.0383565002617825,0.05344778895344149,0.019118810842691056,19.12158341187559,20.075067024128685,0.021708057938691017,13.657288387579339,1,
00_001825_001845_s5,00,train,89213,4,22.103514376996806,20.24718314252357,21.15499713269791,22.098914354644144,3.095736617464681,3.008015679803769,3.051876148634225,0.06173650518324392,0.016114490146028393,0.03493010303346412,21.301694915254235,23.09300746775289,0.08772093766091205,15.940472336556027,1,
00_001850_001870_s5,00,train,91267,4,23.835455435847205,24.32567437019071,24.079317419678056,23.944055944055943,3.1711741963344084,3.191532351025532,3.18135327367997,0.040482354862595216,0.04639091896543612,0.020142957073433974,23.056179775280903,24.555891238670696,0.020358154691123342,17.13477107771042,1,
00_001875_001895_s5,00,train,94724,4,23.884255319148945,25.378532690970832,24.620060000262296,23.842450765864324,3.1732194685936506,3.2339036470204414,3.203561557807046,0.04118698279546895,0.005701484786940103,0.02895993201650567,22.79124399359317,24.864111498257845,0.06068417842679086,17.74278066746699,1,
00_001900_001920_s5,00,train,93763,4,21.33333333333334,21.84083534232357,21.585592895175154,21.346758967904343,3.0602707946915624,3.0837813984201463,3.072026096555854,0.041745191688405736,0.012277590754952827,0.022991066087658527,20.838457238680828,22.22754491017964,0.023510603728583934,14.147195075297319,1,
00_001925_001945_s5,00,train,96146,4,22.090209020902094,27.770843058344443,24.768199931474566,21.597147723502335,3.0951344796281868,3.3239866594587033,3.209560569543445,0.053171316500839616,0.03150917343479098,0.02771740068635675,21.582037996545772,23.223924142961337,0.22885217983051653,6.301099518079681,0,agreement 0.229 > 0.2
00_001950_001970_s5,00,train,93041,4,20.143589743589743,20.12178820967172,20.13268602554136,20.202650038971164,3.0028861109106098,3.001803218502457,3.0023446647065333,0.04209497929987016,0.027091134395185845,0.010449793567231412,19.79425517702071,20.344782890473105,0.0010828924081529578,8.680981765598869,1,
00_001975_001995_s5,00,train,89930,4,24.49909145972139,25.091256899605966,24.793406333596277,24.071179248844327,3.1986360335864017,3.222519454763521,3.2105777441749614,0.04483847220546844,0.026359638677524,0.026179748468210275,23.508328546812177,25.029702970297024,0.0238834211771195,17.446713766473955,1,
00_002000_002020_s5,00,train,90622,4,26.79876160990712,28.22588925989636,27.503070328666954,26.754098360655732,3.2883556778636063,3.34023961564735,3.3142976467554783,0.03888942686792918,0.03236721561981715,0.023700550282717885,26.03861003861003,27.866305329719957,0.05188393778374367,20.269926117897334,1,
00_002025_002045_s5,00,train,90445,4,26.5631067961165,27.526084613626153,27.040309267290024,26.466858789625366,3.279523290512805,3.3151340865054664,3.2973286885091357,0.03667082717772718,0.014593826097139218,0.017100002003014696,25.661538461538473,26.957724827056097,0.03561079599266126,20.18298038592077,1,
00_002050_002070_s5,00,train,92247,4,25.86472889882616,25.69035476418222,25.77739438520193,25.88285410010649,3.2528802220097175,3.2461156204535437,3.2494979212316304,0.038601829477118876,0.04534580508007524,0.022782528354117728,24.61538461538462,26.099596231493948,0.006764601556173755,19.67177925259024,1,
00_002075_002095_s5,00,train,96317,4,30.684931506849317,31.887787831467207,31.28057840759205,29.423728813559325,3.4237717037006945,3.462223109894215,3.4429974067974545,0.05237321798267036,0.008489575585143738,0.030548279662128773,28.844738778513612,31.298928919182096,0.03845140619352039,16.08533045372758,1,
00_002100_002120_s5,00,train,96194,4,23.56719022687609,23.403631689621076,23.485268574769275,23.044612301746383,3.1598555001209987,3.152891210732475,3.156373355426737,0.04970337345723297,0.068093983041416,0.04175176835770444,22.27652733118971,25.06901615271659,0.006964289388523781,10.768770507179912,1,
00_002125_002145_s5,00,train,90382,4,22.4,22.551026086147374,22.475386188666505,22.345498783454993,3.109060958860994,3.1157805676251056,3.11242076324305,0.03215197525697544,0.013297990836552476,0.007952654043684292,22.239059438275635,22.694362017804156,0.006719608764111484,14.448047366200715,1,
00_002150_002170_s5,00,train,91338,4,27.68304914744233,27.22123476850101,27.451170830230165,27.670737155221012,3.320820281743403,3.30399735874043,3.3124088202419166,0.03723316835383095,0.01044473195235951,0.016775561495032867,26.921550946798924,28.168634064080933,0.016822923002973056,19.18128636421553,1,
00_002175_002195_s5,00,train,91510,4,27.47122861586314,28.114962909681605,27.79123195575137,27.445009505386736,3.3131392248392024,3.336301922507357,3.3247205736732797,0.04140737786984516,0.015883257157005337,0.010539421855823667,27.110112359550556,27.891500904159123,0.023162697668154486,19.77902899168594,1,
00_002200_002220_s5,00,train,89584,4,26.71195297191378,26.039896978028963,26.373784397969686,26.461892374577534,3.285111142079523,3.2596298610356516,3.272370501557587,0.04230614223612372,0.028347844589106774,0.01480731246803655,26.21860885275519,27.343035343035346,0.025481281043871373,17.696424144404432,1,
00_002225_002245_s5,00,train,94738,4,24.550860719874816,23.688091779333025,24.115618217122627,24.508235294117647,3.200746913498648,3.1649724652992575,3.1828596893989527,0.025307463724772994,0.014589565776839342,0.007928356496458372,24.153987167736016,24.69994632313473,0.03577444819939046,8.688011288976284,1,
00_002250_002270_s5,00,train,93492,4,22.73603082851638,22.49965870436748,22.61753598280759,22.611090051375932,3.1239509272878676,3.11350014040055,3.118725533844209,0.03542293338863001,0.01663445572075739,0.008585824194167481,22.5692068429238,23.09105560032232,0.010450786887317598,8.109200895714425,1,
00_002275_002295_s5,00,train,90376,4,26.751445086705203,28.157263704222515,27.445354684816632,26.64326752094347,3.2865884938157883,3.3378053569742,3.312196925394994,0.04599590512018126,0.027263981976142215,0.01466816812993525,26.231546231546243,27.44819129368485,0.05121686315841156,15.889648993129915,1,
00_002300_002320_s5,00,train,88756,4,29.72668968919585,31.969972902733677,30.82793317515081,29.12264380427026,3.392045285004879,3.464797115487208,3.4284212002460435,0.051578603445032734,0.008937663368407733,0.023803429099124765,28.366412213740464,30.49006622516556,0.07275183048232936,16.08753615213302,1,
00_002325_002345_s5,00,train,88688,4,28.96389588581024,28.82462544052604,28.894176752537415,28.922171955451905,3.3660500849133688,3.361230071813144,3.3636400783632565,0.04048533978808733,0.03430137214641138,0.012684289281373788,28.401799100449768,29.24503311258278,0.004820013100224951,11.909150815205695,1,
00_002350_002370_s5,00,train,90377,4,28.301507537688448,29.165012988640093,28.73001627104968,28.075471698113212,3.342915073113386,3.3729698055557535,3.35794243933457,0.0503782755210187,0.02763170092604894,0.029419626314080443,26.93701996927803,28.979886539453332,0.03005473244236745,18.509518786118825,1,
00_002375_002395_s5,00,train,93880,4,26.564102564102562,27.578816953361375,27.066705047820317,26.45203358920224,3.279560776689782,3.317047976353089,3.2983043765214353,0.038256456033729735,0.034428962923446216,0.014806711378170733,26.10086956521739,27.239171374764595,0.03748719966330727,19.721933272530997,1,
00_002400_002420_s5,00,train,94050,4,23.39478703115067,23.25724137952916,23.3259128225703,23.55905511811023,3.1525132210987445,3.146616540724695,3.14956488091172,0.034041204076078024,0.03422094511392748,0.015217286490320257,22.93544137022397,23.948387096774187,0.0058966803740494456,15.30667493322911,1,
